,Year_Lobt,Month_Lobt,APT_ICAO,Total_Flights_Period,Total Delay (TD),Total Flights (TF),Avg Delay per Movement (in min),Avg Proportion of Delay (%),Delay_Ratio
293,2023,November,LEMD,7280,62661,4508,8.607280219780227,3.674953066800851,3.6425339366515836
294,2024,August,LTAI,5738,75258,4507,13.115719762983625,3.341869551721976,4.620384228979148
295,2023,December,LEBL,9881,53866,4495,5.451472523023986,3.19530095124654,2.675961589979581
296,2024,April,EGKK,7912,50319,4483,6.359833164812946,3.6042779446325484,3.332986379587224
297,2023,November,LEBL,9497,54494,4466,5.738022533431611,3.5558125012642456,2.76619861380374
298,2023,March,LOWW,6590,40884,4462,6.203945371775416,3.7484665614118087,3.982861733464251
299,2024,April,EIDW,7828,55676,4441,7.112416964741945,3.424002951938747,3.3371907782019297
300,2024,April,LEMD,8046,54253,4399,6.74285359184688,3.499559112186761,3.2160664414908395
301,2023,October,LTAI,5103,54652,4370,10.70977856163041,2.908237167241201,5.037405908865604
302,2024,April,LGAV,6109,46703,4341,7.6449500736618115,3.657713285026425,4.179946655368646
303,2024,July,EKCH,8942,60744,4324,6.793111160814138,2.561618816242312,2.844474851000566
304,2023,May,EKCH,8108,57976,4261,7.150468672915638,2.3731458263235146,3.09135494355611
305,2023,June,LTAI,4952,65508,4208,13.228594507269793,3.215195464919389,4.99857455098356
306,2024,July,EGLL,4822,67718,4203,14.043550394027374,3.130013565949694,5.127235464903506
307,2023,April,LEPA,6735,55812,4192,8.286859688195987,2.804690766410446,3.6612952530678196
308,2024,April,LEPA,7795,45646,4188,5.855805003207184,2.9153100079579297,3.1603969361959026
309,2023,February,LSZH,4834,39218,4183,8.11294993793959,3.9809853085826963,5.090170118523206
310,2024,December,EGLL,4392,47166,4167,10.739071038251367,2.7036353422678765,5.581002892960463
311,2024,November,LGAV,5589,44481,4146,7.958668813741286,4.161875346776166,4.363613400271541
312,2023,August,EGLL,4684,58512,4145,12.49188727583262,3.45876110714404,5.205455367458683
313,2023,March,LIRF,6534,50404,4130,7.714110805019896,3.464687735428845,3.7181079961828623
314,2023,December,EIDW,6662,57931,4124,8.695737015911138,3.4454333778402924,3.641372490154873
315,2023,July,ENGM,8212,48375,4123,5.890769605455434,2.8540934337266224,2.953353772098221
316,2024,August,EGLL,4865,58027,4097,11.927440904419324,2.91851818321275,4.953751284686537
317,2023,August,LEBL,5822,62394,4096,10.716935760906901,2.615562163093469,4.138460605815669
318,2024,September,LTAI,5447,62525,4028,11.478795667339822,3.0613793711258435,4.349938984222292
319,2024,July,ENGM,8295,49335,4016,5.947558770343578,3.1128952165460744,2.8479239797184697
320,2023,June,EGLL,5240,66401,4015,12.671946564885497,3.575395831818927,4.507184553210598
321,2024,December,LGAV,5622,42885,4013,7.628068303094991,3.600849392385528,4.198840688890283
322,2024,January,LEMD,7341,45881,3987,6.24996594469418,4.051280964515864,3.194788336258083
323,2023,February,LEBL,8360,49561,3914,5.928349282296651,3.598357102872747,2.7540106951871657
324,2024,July,LTFJ,3238,67352,3913,20.800494132180358,3.7484103817031804,7.108600079933146
325,2024,June,LTFJ,3365,65365,3905,19.424962852897476,3.2300067204301084,6.826326370072547
326,2023,January,LEMD,7435,45955,3865,6.1809011432414245,3.650110444534288,3.0578741247675936
327,2024,January,LOWW,5990,33543,3856,5.599833055091815,3.662399344888765,3.786703329077875
328,2024,March,EIDW,7258,53665,3848,7.393910168090387,3.9553002792626986,3.1186682443713227
329,2023,February,LEMD,6793,45347,3836,6.675548358604447,3.568045195606329,3.321758557684814
330,2024,September,EGLL,4758,57338,3822,12.050861706599411,2.7965868159792406,4.725168756027001
331,2024,June,EKCH,8720,48499,3806,5.561811926605503,2.6479078094144075,2.567458175930923
332,2023,September,EGLL,4662,49941,3775,10.712355212355208,3.522471351398629,4.76316652787241
333,2023,December,EGLL,3824,44794,3752,11.713912133891213,2.941110811999765,5.7715973418656175
334,2023,January,LSZH,4896,33755,3733,6.894403594771242,3.9350526869222877,4.485053825451749
335,2023,April,EKCH,7056,49651,3723,7.03670634920635,2.171613968729388,3.1037414965986394
336,2023,June,ENGM,8539,43745,3721,5.122965218409646,2.899191381094053,2.563325365279031
337,2023,May,EGLL,5507,49449,3716,8.979299073905944,3.731051045884934,3.969279740223673
338,2023,January,LIRF,6821,44565,3714,6.533499486878757,3.4867863589312673,3.2029114240623677
339,2024,October,LTAI,4982,46684,3675,9.370533922119643,3.72052248619269,4.339150353035635
340,2024,April,LIRF,5202,43973,3670,8.453094963475579,3.3059149813063495,4.149987561345184
341,2024,February,EGKK,6168,44133,3643,7.155155642023348,3.256062741163192,3.4742885481040666
342,2024,January,LEBL,8908,45236,3632,5.0781320161652435,3.570247516430193,2.398372910008188
343,2023,January,LOWW,6199,39008,3608,6.292627843200513,3.6801145696045228,3.4237021151419107
344,2023,March,EGLL,5091,52282,3575,10.269495187585937,3.501510588181715,4.130703548361006
345,2024,October,EGLL,4770,39815,3539,8.346960167714887,2.759518832511793,4.364286595141201
346,2024,December,EIDW,6301,57482,3536,9.122678939850816,3.7789956163072294,3.301063323282019
347,2024,February,LEMD,7222,37898,3524,5.247576848518416,3.7491071905537336,2.870314561715021
348,2023,August,LTFJ,3477,46867,3510,13.479148691400631,2.9566641495245527,5.938182002740699
349,2024,January,LIRF,6528,38125,3493,5.840226715686278,3.554848160197074,3.1475273933102654
350,2024,May,EGLL,4790,41982,3490,8.764509394572022,2.706778551832854,4.2858897212329605
351,2024,February,LEBL,9002,39286,3487,4.364141301932902,3.702482018185379,2.278578616516591
352,2023,April,LGAV,5204,39918,3484,7.670637970791699,3.3418502320659593,3.9381471266446626
353,2023,January,LEBL,8436,38045,3477,4.509838786154572,3.2715090216945444,2.424483306836248
354,2024,June,EGLL,4383,45861,3476,10.463381245722102,2.875620524184217,4.665083007878032
355,2024,June,ENGM,8584,40581,3469,4.7275163094128585,2.860399318257754,2.3771997149279094
356,2023,July,LTFJ,3425,45214,3462,13.201167883211678,3.00922921695748,5.945899527694289
357,2024,April,EKCH,8233,44495,3458,5.404469816591766,3.2033007063891783,2.4706882631590226
358,2023,April,EGLL,5253,46663,3452,8.88311441081287,3.8593455744852956,3.865578213009933
359,2023,January,EIDW,6394,44231,3450,6.91757898029403,3.6951422050385805,3.1739314430808294
360,2023,February,EGKK,6233,44393,3441,7.122252526873094,3.488921321063596,3.247421221015279
361,2024,February,LOWW,5867,23246,3433,3.9621612408385882,4.329033351397357,3.4419835771363254
362,2023,August,LEMD,5554,45518,3412,8.195534749729925,3.0746160782737633,3.6137177233154696
363,2023,February,LIRF,6271,36547,3401,5.827938127890292,3.391370272454707,3.190222030448282
364,2024,September,EKCH,8947,41399,3385,4.62713758801833,2.529904313529937,2.2255241651818882
365,2023,November,LGAV,4781,35931,3352,7.515373352855054,3.853256463381675,4.124167968798061
366,2023,November,EIDW,6428,45031,3349,7.00544492843808,3.8074518879147603,3.0647168637212197
367,2024,November,EGKK,6530,49018,3340,7.506584992343033,3.7383790544611464,3.0087379515358976
368,2024,February,LIRF,6426,31165,3329,4.849828820417052,3.722456331460457,3.0473627359440507
369,2023,February,LOWW,5536,30288,3310,5.4710982658959555,3.7010470903498813,3.5170860251615097
370,2024,June,LPPT,3475,54152,3310,15.583309352517983,3.0601594388728195,5.603046974185357
371,2024,May,LTAI,4141,40280,3304,9.727119053368748,3.8925772378936774,4.693381820248023
372,2023,September,LEMD,5438,43346,3272,7.97094520044134,2.9090962781607708,3.539363520325379
373,2023,August,EKCH,8019,42522,3263,5.302656191545078,2.5163924724819515,2.3935799534928073
374,2023,October,EGLL,4577,44685,3260,9.76294516058553,3.2120653181048078,4.1897466874012
375,2023,May,LTAI,3962,55519,3252,14.012872286723875,3.1736912717916548,4.8282210410666035
376,2024,August,LTFJ,3101,46831,3227,15.10190261206063,4.257290101352795,6.12136502456513
377,2024,April,EGLL,4646,36137,3208,7.778088678433058,2.8029191871635204,4.0616849408726035
378,2024,May,EKCH,8767,33801,3195,3.8554807801984707,2.6822443849113142,2.1437341903796994
379,2023,August,ENGM,8568,35615,3159,4.156746031746034,3.0469624910918154,2.1688086999505685
380,2023,September,EKCH,7859,39881,3086,5.0745641939178014,2.5140291665458414,2.3098283721173924
381,2023,March,EKCH,7086,41267,3064,5.823736946090883,2.881168134351648,2.54354070163205
382,2023,October,EKCH,8437,35331,3021,4.187625933388642,2.4348541609811374,2.1062686067671113
383,2024,March,EGLL,4494,32402,2971,7.210057854917672,3.181385722154527,3.88884525772926
384,2024,March,LGAV,5172,26796,2970,5.180974477958237,3.6500446788570944,3.377917292206906
385,2024,August,EKCH,8308,38222,2960,4.600625902744343,2.539593526833768,2.0957829448582515
386,2024,January,ENGM,6061,51098,2949,8.43062200956937,2.986145728446462,2.862078670768753
387,2024,January,EIDW,6272,47943,2922,7.643973214285709,3.6100569259962043,2.7404711884753903
388,2023,February,EIDW,5870,34737,2894,5.917717206132875,3.66034849021294,2.900090189397735
389,2024,November,EIDW,6300,38736,2888,6.148571428571424,3.8818839403286596,2.696545284780579
390,2023,November,EGKK,5790,33453,2870,5.7777202072538865,3.4027728331519365,2.9157777100477498
391,2024,November,EGLL,4323,32480,2860,7.51330094841545,2.9572922565924467,3.8916329890734915
392,2023,March,ENGM,7661,35268,2829,4.603576556585305,2.4841203095218978,2.1721937698196365
393,2023,November,EGLL,4413,35043,2829,7.940856560163153,3.1590163535415563,3.77094413564202
394,2023,January,EGLL,4801,43163,2800,8.990418662778591,3.955629644632093,3.4306578286386413
395,2023,June,LTFJ,3363,34876,2756,10.370502527505211,3.2330970652200084,4.8206258417729275
396,2023,July,LTAI,3240,42347,2732,13.070061728395064,2.267844136926436,4.9600580973129995
397,2024,September,ENGM,8431,30935,2730,3.669197011030718,2.773180960030694,1.9047353255143833
398,2023,December,LGAV,4657,28110,2723,6.036074726218599,3.9015818686786643,3.4394775732925766
399,2023,January,EGKK,5852,31173,2723,5.326896787423103,3.188831876657174,2.7371235575569943
400,2023,February,EKCH,5944,39393,2714,6.627355316285331,2.7704538373735934,2.68585226822896
401,2024,December,ENGM,6351,36539,2693,5.753267202015433,2.9893227370641156,2.4942806598312446
402,2024,October,EKCH,8840,38039,2645,4.303054298642538,2.777611454224429,1.7600479105669418
403,2024,February,ENGM,6411,31609,2604,4.930432069879894,2.823918930146666,2.389275785185389
404,2024,September,LTFJ,2814,32058,2601,11.392324093816628,4.185658459774829,5.437100213219616
405,2024,June,LTAI,2578,49558,2553,19.223429014740113,2.359778907029721,5.825309177200748
406,2023,October,ENGM,8545,31314,2518,3.664599180807489,2.9107343204336065,1.7333838157849448
407,2024,December,EKCH,6820,28573,2486,4.189589442815247,2.7002838922343564,2.1442125237191654
408,2023,January,ENGM,6348,36634,2459,5.77095148078135,3.0847450205711398,2.278624115052448
409,2023,March,LEPA,4161,38689,2453,9.29800528719058,2.5721914254523903,3.467774997526047
410,2023,March,LGAV,4307,22839,2422,5.302762944044583,3.3196703440456994,3.307884565481637
411,2023,May,LTFJ,3330,29253,2379,8.784684684684684,3.8584763681017877,4.202437731849496
412,2023,November,EKCH,6580,25364,2376,3.854711246200607,2.5753888112129535,2.124083676023601
413,2024,February,EIDW,5993,28187,2365,4.703320540630734,3.988402827695113,2.3213356759356505
414,2023,September,ENGM,7542,26213,2362,3.475603288252454,2.911190530662289,1.8422325175097882
415,2023,May,ENGM,8268,26967,2351,3.261611030478955,3.1169200433204187,1.6726429323543641
416,2024,January,EGKK,5205,30660,2350,5.890489913544664,3.5713453698311004,2.655817370175736
417,2024,March,EKCH,7314,28098,2346,3.841673502871206,2.7202941612135896,1.8867924528301885
418,2024,February,EGLL,4081,22578,2345,5.532467532467533,3.15647316061133,3.380082736353547
419,2023,January,LGAV,4192,24117,2342,5.753101145038165,4.155380957303834,3.286371800628648
420,2024,January,EKCH,5779,30727,2297,5.317009863298154,2.7791420087570096,2.3380800667732053
421,2024,January,EGLL,4053,27541,2291,6.795213422156423,3.0349547087474935,3.325060594185861
422,2023,April,LTAI,3139,29529,2274,9.40713603058299,3.283367672910797,4.261379607593277
423,2024,March,ENGM,7315,31425,2252,4.295967190704032,3.4544203389234305,1.8109444734831732
424,2023,April,ENGM,7447,27329,2249,3.669799919430644,3.104291189306217,1.7764753276092229
425,2023,February,EGLL,4513,29056,2231,6.438289386217592,3.527202407471024,2.907939156163241
426,2023,February,ENGM,6150,27041,2229,4.3969105691056924,2.5513217509118964,2.1319942611190816
427,2024,February,LGAV,4182,18551,2214,4.435915829746535,3.991788762913439,3.1141868512110724
428,2023,November,LTFJ,2639,45617,2210,17.285714285714334,5.129517015553736,4.926108374384237
429,2023,December,ENGM,3775,32005,2198,8.478145695364232,3.156156008086387,3.425009738994935
430,2023,November,ENGM,7269,23092,2195,3.176778098775622,2.559019123936005,1.7762779895284568
431,2024,April,ENGM,8129,31823,2194,3.914749661705007,3.019406062342675,1.5876346848248464
432,2024,October,ENGM,8101,25616,2187,3.162078755709172,3.1559818397984403,1.5880392398905
433,2023,February,LGAV,3757,20780,2180,5.531008783603939,3.536082333882406,3.413236468396249
434,2023,December,LTFJ,2981,40084,2159,13.44649446494465,4.790204483556828,4.260315330426032
435,2023,October,LTFJ,3067,35365,2159,11.530811868275187,4.357549471401462,4.140854254972286
436,2023,July,LSZH,3266,30194,2153,9.244947948560933,3.0481870787719227,3.877742156262382
437,2024,January,LGAV,4303,17883,2153,4.155937717871254,3.9289653263262427,2.9432270235540186
438,2024,August,ENGM,6854,22875,2146,3.337467172454042,2.7175365753693175,1.8417755196621979
439,2024,May,ENGM,8434,24136,2142,2.861750059283851,3.0366700301201064,1.4939530471899456
440,2023,September,LTFJ,3255,23154,2133,7.113364055299534,3.705517466536072,3.854703171591217
441,2023,January,EKCH,5990,24081,2067,4.020200333889817,2.7637441209753515,2.0298536776981244
442,2024,November,LTFJ,2942,25488,2060,8.66349422161794,5.59584263668517,4.118846722917583
443,2024,November,EKCH,7138,26297,1998,3.684085177920982,2.9493076187175666,1.6465314060620047
444,2024,November,LTAI,2793,21726,1977,7.778732545649837,3.9019326473910807,4.163770771466481
445,2024,March,LEPA,4158,18867,1973,4.537518037518038,2.6139326614813814,2.7912174970998502
446,2023,September,LTAI,2623,25853,1954,9.856271444910403,2.6863413574788493,4.382050189500124
447,2024,December,LTFJ,3089,25769,1950,8.34218193590158,5.519310841143918,3.713366214080323
448,2024,November,ENGM,6884,25112,1917,3.647879140034868,2.884603234955255,1.638069521823837
449,2024,April,LTAI,3372,19035,1830,5.6450177935943,3.859590784023102,3.1923801549089386
450,2024,November,LEPA,3548,22815,1825,6.430383314543408,2.52025093149314,3.0257311492804564
451,2023,January,LTFJ,2863,24794,1816,8.66014669926651,4.610889912539261,3.7311746214378174
452,2023,February,LTFJ,2300,27433,1808,11.927391304347829,3.986230626829062,4.624040920716112
453,2023,December,EKCH,3375,18365,1793,5.44148148148148,2.2733462071697375,3.125054466230937
454,2023,March,LTFJ,2860,22914,1781,8.011888111888121,4.44875025724859,3.663101604278075
455,2023,April,LTFJ,2864,23272,1779,8.125698324022343,4.370960683516681,3.6538777522182055
456,2024,January,LTFJ,2684,27311,1682,10.175484351713855,4.90139247571378,3.6863329534496363
457,2024,February,EKCH,6238,17409,1664,2.790798332798973,2.5770265829417998,1.5691303773833998
458,2024,February,LTFJ,2727,23421,1611,8.588558855885593,5.098837462446113,3.47505338769171
459,2023,April,EGKK,2428,21474,1462,8.844316309719932,2.9559050652600636,3.5420098846787478
460,2024,December,LEPA,3242,15326,1424,4.727328809376928,2.7776116454530793,2.583735529992379
461,2023,November,LEPA,3165,14548,1418,4.59652448657188,2.8480870166151457,2.635442802713502
462,2024,March,LTFJ,2640,18326,1411,6.9416666666666735,5.428269298554811,3.143939393939394
463,2023,February,LEPA,2927,13286,1263,4.539118551417836,2.1989516664266784,2.5382342892743024
464,2023,December,LEPA,3128,14053,1244,4.492647058823529,2.50552256182684,2.3394012336392356
465,2024,December,LTAI,1974,16007,1243,8.108915906788248,4.0904827980977325,3.7040348054115264
466,2023,March,LTAI,2032,12877,1233,6.337106299212593,3.4559293194419856,3.569360815192219
467,2023,January,LTAI,1737,14712,1166,8.469775474956819,3.1401007427644476,3.9486606386941654
468,2023,January,LEPA,2939,10574,1097,3.597822388567537,2.7752989469926805,2.19562476232412
469,2024,February,LEPA,2910,8897,1062,3.057388316151204,2.7097076792817147,2.146755609460279
470,2023,December,LTAI,1932,10278,1043,5.319875776397515,3.61055978079497,3.175618073316283
471,2023,February,LTAI,1595,12298,1000,7.710344827586208,3.2241911338676386,3.6879955744053103
472,2024,January,LTAI,1766,10092,970,5.714609286523213,3.7667960585249345,3.230963959762841
473,2024,January,LEPA,2818,9425,956,3.344570617459192,3.0226352889863826,1.9955746670563186
474,2024,March,LTAI,2289,10483,942,4.579729139362167,3.955655005603498,2.420784827692545
475,2023,November,LTAI,939,10645,865,11.33652822151225,2.82036064583477,5.418780930902712
476,2024,February,LTAI,1673,8567,826,5.1207411835026955,4.0722519310754635,2.9042579374846174
477,2024,April,LTFJ,218,5679,128,26.050458715596307,5.540866205496958,3.453858607663249
478,2024,May,LTFJ,169,974,95,5.763313609467451,3.935035552682612,3.306648103028193
